publicid,eventtype,origintime,modificationtime,longitude,latitude,magnitude,depth,magnitudetype,depthtype,evaluationmethod,evaluationstatus,evaluationmode,earthmodel,usedphasecount,usedstationcount,magnitudestationcount,minimumdistance,azimuthalgap,originerror,magnitudeuncertainty
2022p698900,earthquake,2022-09-16T14:14:24.354Z,2022-09-16T14:17:58.784Z,176.6696014,-40.04504395,1.544427631,34.29950714,MLv,,LOCSAT,confirmed,manual,iasp91,27,16,7,0.1485083401,102.2902145,0.3283564201,0.4017599616
2022p698784,earthquake,2022-09-16T13:12:13.119Z,2022-09-16T13:19:40.642Z,169.3355103,-44.47880936,2.594362469,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,24,17,4,0.2558884025,55.94754028,0.7143794209,0.3522027613
2022p698675,earthquake,2022-09-16T12:14:28.676Z,2022-09-16T13:11:12.515Z,176.4879761,-37.93509674,2.072024198,126.3169098,MLv,,LOCSAT,confirmed,manual,iasp91,28,21,4,0.5850602984,140.5680542,0.4644312781,0.09337191331
2022p698669,earthquake,2022-09-16T12:11:07.365Z,2022-09-16T12:14:33.023Z,177.8024902,-39.06036377,1.779218428,22.66485214,MLv,,LOCSAT,confirmed,manual,iasp91,19,12,1,0.1074692681,128.3993683,0.2433675279,0
2022p698663,earthquake,2022-09-16T12:07:41.030Z,2022-09-16T12:15:50.082Z,177.503891,-39.16812134,1.617575344,22.5382309,MLv,,LOCSAT,confirmed,manual,iasp91,21,15,3,0.1476504058,175.4627838,0.3258062817,0.2334406347
2022p698644,earthquake,2022-09-16T11:57:41.034Z,2022-09-16T12:01:32.496Z,176.1057892,-38.7059021,1.655528259,73.76854706,MLv,,LOCSAT,confirmed,manual,iasp91,20,13,4,0.2749205828,238.4028931,0.3601534733,0.4125946808
2022p698624,earthquake,2022-09-16T11:47:15.795Z,2022-09-16T11:54:10.587Z,177.3750305,-39.70476913,1.88357079,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,17,12,4,0.2341343313,272.5353699,0.3591231363,0.2859092888
2022p698519,earthquake,2022-09-16T10:50:57.323Z,2022-09-16T10:58:09.606Z,176.1126251,-39.84508133,1.320315469,21.5616169,MLv,,LOCSAT,confirmed,manual,iasp91,21,14,3,0.09566684812,118.8848877,0.5752039163,0.5816690239
2022p698505,earthquake,2022-09-16T10:43:35.973Z,2022-09-16T10:46:59.147Z,174.108551,-41.71519852,0.8767462032,9.940899849,MLv,,LOCSAT,confirmed,manual,iasp91,17,12,1,0.04915537685,90.48671913,0.652658542,0
2022p698450,earthquake,2022-09-16T10:14:36.710Z,2022-09-16T10:45:08.225Z,177.9320526,-38.84931183,2.2654953,31.64108658,MLv,,LOCSAT,confirmed,manual,iasp91,26,22,8,0.08248096704,153.0277939,0.4328353061,0.1750296543
2022p698338,earthquake,2022-09-16T09:14:36.901Z,2022-09-16T09:42:48.547Z,177.67099,-38.71628189,1.51149528,23.93582153,M,,LOCSAT,confirmed,manual,iasp91,20,12,5,0.07212758064,78.30758667,0.5293012573,0
2022p698279,earthquake,2022-09-16T08:43:13.549Z,2022-09-16T08:49:30.698Z,172.7606659,-41.16432953,2.439456303,124.6488876,M,,LOCSAT,confirmed,manual,iasp91,16,9,2,0.234501034,101.7785339,0.3226773309,0
2022p698253,earthquake,2022-09-16T08:29:20.228Z,2022-09-16T08:39:51.966Z,174.2498322,-41.82576752,1.709311402,6.206346035,M,,LOCSAT,confirmed,manual,iasp91,12,10,3,0.08128318191,180.8507805,0.5703143526,0
2022p698196,earthquake,2022-09-16T07:59:20.519Z,2022-09-16T08:11:14.399Z,175.011673,-39.10330582,1.61717398,13.72520638,M,,LOCSAT,confirmed,manual,iasp91,11,7,2,0.1981120557,147.5196762,0.288820985,0
2022p698179,earthquake,2022-09-16T07:49:51.824Z,2022-09-16T08:01:26.964Z,176.7145081,-39.97694016,1.297754753,16.02511406,M,,LOCSAT,confirmed,manual,iasp91,17,11,2,0.1053762883,80.58155823,0.3278494292,0
2022p698167,earthquake,2022-09-16T07:43:42.462Z,2022-09-16T07:48:23.683Z,177.929718,-37.27566528,2.946079858,30.83060455,M,,LOCSAT,confirmed,manual,iasp91,21,15,21,0.4146025181,207.7397766,0.6355690651,0
2022p698092,earthquake,2022-09-16T07:03:18.325Z,2022-09-16T07:26:33.495Z,178.1016998,-36.13338089,2.949300394,175.6641541,M,,LOCSAT,confirmed,manual,iasp91,20,15,5,1.435598493,319.7516479,0.3359077857,0
2022p698040,earthquake,2022-09-16T06:36:10.668Z,2022-09-16T06:46:23.174Z,176.72258,-39.96403885,1.944735503,16.37987709,M,,LOCSAT,confirmed,manual,iasp91,19,13,11,0.1081710905,86.86766434,0.1799523883,0
2022p697952,earthquake,2022-09-16T05:49:21.000Z,2022-09-16T05:57:22.244Z,173.701889,-42.3891983,2.179779775,6.830935955,M,,LOCSAT,confirmed,manual,iasp91,23,18,2,0.03940855339,146.6691208,0.9743155881,0
2022p697799,earthquake,2022-09-16T04:27:38.801Z,2022-09-16T04:35:13.048Z,177.7496948,-38.94904709,2.374053139,19.43029022,M,,LOCSAT,confirmed,manual,iasp91,26,17,13,0.09371052682,73.1574707,0.5131547095,0
2022p697797,earthquake,2022-09-16T04:26:38.846Z,2022-09-16T04:32:15.949Z,177.7201233,-38.92364502,1.505808633,15.18181419,M,,LOCSAT,confirmed,manual,iasp91,16,10,4,0.1044467539,80.97004318,0.3206926343,0
2022p697726,earthquake,2022-09-16T03:48:30.921Z,2022-09-16T04:19:15.346Z,177.2686768,-37.44678497,2.825053752,103.4867249,M,,LOCSAT,confirmed,manual,iasp91,18,13,11,0.5118117929,177.400856,0.5378903147,0
2022p697708,earthquake,2022-09-16T03:39:12.469Z,2022-09-16T03:48:13.039Z,175.417572,-39.69606781,2.323749119,34.33863068,M,,LOCSAT,confirmed,manual,iasp91,31,25,18,0.3879395723,119.6822815,0.3065075755,0
2022p697680,earthquake,2022-09-16T03:24:18.941Z,2022-09-16T03:31:44.882Z,175.8644104,-38.80434418,1.485682547,8.117668152,M,,LOCSAT,confirmed,manual,iasp91,13,10,7,0.09508620948,87.125,0.1062424882,0
2022p697644,earthquake,2022-09-16T03:04:44.028Z,2022-09-16T03:12:42.548Z,175.3195496,-41.24510193,1.353088734,19.96517372,M,,LOCSAT,confirmed,manual,iasp91,15,11,7,0.1585156471,76.97595978,0.3023695354,0
2022p697604,earthquake,2022-09-16T02:43:57.165Z,2022-09-16T02:55:02.056Z,-179.8834839,-37.37883759,2.861558365,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,14,10,5,1.421187639,331.0568237,0.3447041571,0
2022p697543,earthquake,2022-09-16T02:11:25.771Z,2022-09-16T02:58:50.178Z,174.327179,-41.56895447,1.724579366,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,16,4,0.1989600211,114.9104996,0.2962898295,0
2022p697532,earthquake,2022-09-16T02:05:40.877Z,2022-09-16T02:15:26.630Z,175.3540192,-40.21019745,2.523116528,18.63117027,M,,LOCSAT,confirmed,manual,iasp91,17,11,23,0.03016195633,71.36940002,0.5140687064,0
2022p697514,earthquake,2022-09-16T01:55:38.589Z,2022-09-16T02:11:30.120Z,176.8713531,-36.90462494,3.289271051,239.2602386,MLv,,LOCSAT,confirmed,manual,iasp91,21,13,9,1.118022084,206.1941071,0.5985217663,0.4454513329
2022p697511,earthquake,2022-09-16T01:54:07.796Z,2022-09-16T02:02:28.800Z,167.6865387,-44.93441391,3.066973016,55.6384201,M,,LOCSAT,confirmed,manual,iasp91,17,12,3,0.3119437695,156.0075264,0.4270415387,0
2022p697452,earthquake,2022-09-16T01:22:27.203Z,2022-09-16T01:27:37.278Z,174.4868317,-39.8576889,2.881790787,160.6029358,M,,LOCSAT,preliminary,manual,iasp91,13,10,6,1.037244558,181.6420212,0.6132810427,0
2022p697393,earthquake,2022-09-16T00:51:05.812Z,2022-09-16T01:39:27.562Z,178.062851,-38.63732147,1.715941121,28.19837379,MLv,,LOCSAT,confirmed,manual,iasp91,23,13,6,0.05092706904,156.7324829,0.4466418973,0.338627577
2022p697294,earthquake,2022-09-15T23:58:23.064Z,2022-09-16T00:20:23.710Z,176.0956726,-40.919487,1.734513653,19.26878548,M,,LOCSAT,confirmed,manual,iasp91,15,10,7,0.0808583051,136.4873199,0.2297916139,0
2022p697284,earthquake,2022-09-15T23:52:54.902Z,2022-09-16T00:50:03.652Z,175.7788239,-38.44337082,2.039106743,151.9704437,MLv,,LOCSAT,confirmed,manual,iasp91,17,14,1,0.911672771,244.5185013,0.7142276927,0
2022p696982,earthquake,2022-09-15T21:12:17.332Z,2022-09-15T21:23:49.089Z,175.7171173,-39.26955795,1.061005563,68.21755981,M,,LOCSAT,preliminary,manual,iasp91,19,12,7,0.04890796915,101.3130569,0.5537596943,0
2022p696965,earthquake,2022-09-15T21:02:34.173Z,2022-09-15T22:04:17.870Z,179.4789886,-35.557621,3.116917645,138.7223816,MLv,,LOCSAT,confirmed,manual,iasp91,17,13,3,2.212126017,344.391922,0.3253473017,0.1984094433
2022p696845,earthquake,2022-09-15T19:58:59.923Z,2022-09-15T20:09:49.840Z,176.1887512,-38.16245651,2.469074188,141.0511475,M,,LOCSAT,confirmed,manual,iasp91,20,17,19,0.3113083243,104.5058746,0.3094267201,0
2022p696826,earthquake,2022-09-15T19:49:15.429Z,2022-09-15T19:59:40.027Z,177.5417633,-37.82469559,1.442476764,28.40939903,M,,LOCSAT,confirmed,manual,iasp91,15,9,2,0.1765883416,160.9969101,0.2996439759,0
2022p696760,earthquake,2022-09-15T19:14:05.419Z,2022-09-16T01:03:08.866Z,176.0023499,-38.77781296,2.055971392,5.159518719,MLv,,LOCSAT,confirmed,manual,iasp91,20,16,22,0.1170791984,66.32693481,0.2839679022,0.2295298931
2022p696619,earthquake,2022-09-15T17:58:48.288Z,2022-09-15T18:37:45.364Z,168.2916107,-44.36733627,2.596050716,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,18,13,3,0.4023237526,190.1751823,0.7323017888,0.1970511454
2022p696554,earthquake,2022-09-15T17:24:05.647Z,2022-09-15T17:30:40.616Z,177.630249,-39.30344772,2.594610158,23.72302437,MLv,,LOCSAT,confirmed,manual,iasp91,30,24,20,0.262508601,163.9252319,0.4654244655,0.2541117214
2022p696545,earthquake,2022-09-15T17:19:10.990Z,2022-09-15T17:24:27.936Z,177.9743805,-38.28644943,1.421861823,23.71558571,MLv,,LOCSAT,confirmed,manual,iasp91,21,14,4,0.1096763313,90.96876144,0.5069578004,0.2908918354
2022p696427,earthquake,2022-09-15T16:16:57.337Z,2022-09-15T16:32:23.883Z,176.0805511,-37.94098663,3.360943927,177.9704132,MLv,,LOCSAT,confirmed,manual,iasp91,43,35,66,0.2554307282,55.41165161,0.3732363441,0.411446836
2022p696403,earthquake,2022-09-15T16:03:49.931Z,2022-09-15T16:08:02.044Z,175.6970825,-39.44405365,0.8973135925,3.913525105,MLv,,LOCSAT,confirmed,manual,iasp91,17,13,6,0.05703374743,189.429657,0.07404243779,0.2642565763
2022p696368,earthquake,2022-09-15T15:45:11.178Z,2022-09-15T15:54:41.945Z,179.1156158,-36.95682907,2.577263789,12,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,14,11,5,0.8842061162,298.8578644,0.9144449503,0.1357313368
2022p696365,earthquake,2022-09-15T15:43:44.190Z,2022-09-15T16:12:04.675Z,177.0174408,-37.44866562,2.231814325,116.3799973,MLv,,LOCSAT,confirmed,manual,iasp91,20,14,3,0.6808083653,266.0051498,0.4929219075,0.220341495
2022p696290,earthquake,2022-09-15T15:03:39.996Z,2022-09-15T15:14:27.161Z,175.701889,-38.89719772,1.302278655,3.735234976,MLv,,LOCSAT,confirmed,manual,iasp91,13,9,5,0.06284000725,102.6126404,0.2179255553,0.1869613644
2022p696251,earthquake,2022-09-15T14:42:55.378Z,2022-09-15T14:46:04.512Z,175.1160736,-41.17818832,2.254482927,22.0388031,MLv,,LOCSAT,confirmed,manual,iasp91,39,30,16,0.06451573223,53.60557556,0.4423092854,0.2189442078
2022p696106,earthquake,2022-09-15T13:25:43.649Z,2022-09-15T13:31:48.577Z,176.84729,-36.92475891,4.273037918,272.3989258,MLv,,LOCSAT,confirmed,manual,iasp91,41,32,99,0.6006997228,177.1896439,0.582962952,0.5203698584
2022p696057,earthquake,2022-09-15T12:59:32.427Z,2022-09-15T13:20:13.688Z,176.4379425,-40.31471634,1.488911349,14.41535282,MLv,,LOCSAT,confirmed,manual,iasp91,22,16,7,0.1335032731,84.2586441,0.4945663778,0.2697699632
2022p696035,earthquake,2022-09-15T12:47:56.948Z,2022-09-15T13:08:41.876Z,177.3509827,-39.50864029,2.943710876,21.41254425,MLv,,LOCSAT,confirmed,manual,iasp91,30,23,42,0.2586782873,165.0320549,0.4053750547,0.1630083437
2022p695869,earthquake,2022-09-15T11:19:05.955Z,2022-09-15T11:26:33.254Z,176.1012115,-40.87310791,1.247706224,22.06243706,MLv,,LOCSAT,confirmed,manual,iasp91,21,14,5,0.08447425812,98.54811859,0.2885586392,0.1704595073
2022p695696,earthquake,2022-09-15T09:46:33.616Z,2022-09-15T09:56:02.202Z,178.8922882,-33.752491,4.031507398,362.6517639,mB,,LOCSAT,confirmed,manual,iasp91,16,12,3,4.07640934,344.5268555,0.4134759874,0.1721153407
2022p695648,earthquake,2022-09-15T09:21:32.197Z,2022-09-15T09:27:55.997Z,178.9293365,-38.25222397,2.368564269,33,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,11,5,0.5596926212,279.091156,0.8708585343,0
2022p695542,earthquake,2022-09-15T08:25:23.099Z,2022-09-15T08:29:52.524Z,175.9671021,-38.77237701,2.963481303,4.235330105,M,,LOCSAT,confirmed,manual,iasp91,23,20,66,0.1065313742,50.97671509,0.4154755146,0
2022p695541,earthquake,2022-09-15T08:24:34.951Z,2022-09-15T08:33:23.239Z,175.9998322,-38.77305222,1.821282713,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,19,15,13,0.1119549051,63.30514526,0.3288237115,0
2022p695539,earthquake,2022-09-15T08:23:38.454Z,2022-09-15T08:34:20.521Z,174.860672,-39.31440353,2.33159099,21.76062775,M,,LOCSAT,confirmed,manual,iasp91,22,17,12,0.2057435662,99.21672058,0.3091046995,0
2022p695510,earthquake,2022-09-15T08:08:03.621Z,2022-09-15T08:14:26.401Z,175.975235,-38.7691803,2.250740429,2.689446926,M,,LOCSAT,confirmed,manual,iasp91,22,19,18,0.1040050313,49.31216431,0.4433689911,0
2022p695507,earthquake,2022-09-15T08:06:27.584Z,2022-09-15T08:13:20.140Z,175.9946136,-38.77015305,2.506452608,7.539298534,M,,LOCSAT,confirmed,manual,iasp91,18,15,9,0.1012626886,79.76705933,0.500964809,0
2022p695504,earthquake,2022-09-15T08:04:53.398Z,2022-09-15T08:16:02.460Z,175.9979858,-38.77530289,3.0796725,7.839375973,M,,LOCSAT,confirmed,manual,iasp91,21,18,22,0.1041515544,111.5949326,0.1981781768,0
2022p695502,earthquake,2022-09-15T08:03:47.351Z,2022-09-15T08:07:50.616Z,175.9795685,-38.78972626,3.230933555,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,21,18,73,0.1247910187,48.21537781,0.2991572046,0
2022p695453,earthquake,2022-09-15T07:37:42.898Z,2022-09-15T09:42:17.510Z,176.151535,-37.9274292,2.182622126,162.651474,M,,LOCSAT,confirmed,manual,iasp91,24,18,7,0.7340368629,247.0949631,0.5047135256,0
2022p695391,earthquake,2022-09-15T07:04:20.710Z,2022-09-15T07:15:08.896Z,177.4750977,-37.70431137,1.625527183,24.87599564,M,,LOCSAT,confirmed,manual,iasp91,16,10,4,0.2492292672,222.5617905,0.5182772599,0
2022p695385,earthquake,2022-09-15T07:01:18.679Z,2022-09-15T07:04:41.903Z,175.6833191,-41.14625549,1.258851023,11.93612862,M,,LOCSAT,confirmed,manual,iasp91,17,12,3,0.1377409101,103.3553696,0.1140049828,0
2022p695349,earthquake,2022-09-15T06:42:27.242Z,2022-09-15T07:07:01.021Z,175.0606232,-39.05830002,1.680796106,195.7408142,M,,LOCSAT,confirmed,manual,iasp91,18,14,4,0.3202217221,257.3712311,0.4740268525,0
2022p695342,earthquake,2022-09-15T06:38:33.524Z,2022-09-15T09:51:41.666Z,174.8522491,-39.45518875,1.897391509,71.75157928,M,,LOCSAT,confirmed,manual,iasp91,14,11,4,0.3163045049,186.5025635,0.3987588075,0
2022p695337,earthquake,2022-09-15T06:35:52.307Z,2022-09-15T06:44:34.830Z,175.9924469,-38.78114319,1.9753879,8.981298447,M,,LOCSAT,confirmed,manual,iasp91,19,15,25,0.1113876551,67.11927795,0.2567206278,0
2022p695290,earthquake,2022-09-15T06:10:45.154Z,2022-09-15T06:19:57.627Z,175.6779327,-41.13796234,1.121386876,13.10566521,M,,LOCSAT,confirmed,manual,iasp91,22,14,5,0.134672448,99.3203125,0.1785421755,0
2022p695238,earthquake,2022-09-15T05:43:13.031Z,2022-09-15T05:46:31.691Z,175.3056335,-41.24668884,1.971447607,21.59050179,M,,LOCSAT,confirmed,manual,iasp91,25,20,10,0.1228860021,49.57136536,0.2290477603,0
2022p695218,earthquake,2022-09-15T05:33:46.915Z,2022-09-15T05:38:53.047Z,176.2449799,-38.49226379,1.915498651,70.03305054,M,,LOCSAT,confirmed,manual,iasp91,19,15,10,0.1806842834,91.49594116,0.618839893,0
2022p695186,earthquake,2022-09-15T05:15:34.195Z,2022-09-15T05:31:20.181Z,174.4754028,-40.43159103,2.246453189,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,24,20,15,0.5414056182,135.7320213,0.5378138499,0
2022p695176,earthquake,2022-09-15T05:09:56.439Z,2022-09-15T05:24:15.789Z,175.3040161,-41.23005295,1.009833319,20.02493668,M,,LOCSAT,confirmed,manual,iasp91,15,10,5,0.1655918807,72.66383362,0.3038585893,0
2022p695163,earthquake,2022-09-15T05:03:08.341Z,2022-09-15T05:15:00.171Z,175.2988892,-41.25666046,1.78276698,19.06850052,M,,LOCSAT,confirmed,manual,iasp91,23,15,8,0.130893752,73.54919434,0.2899770244,0
2022p695138,earthquake,2022-09-15T04:49:39.026Z,2022-09-15T05:05:00.234Z,174.0420685,-41.63602448,1.914818952,28.2813549,M,,LOCSAT,confirmed,manual,iasp91,25,18,7,0.1474392414,56.76565552,0.3795003779,0
2022p695128,earthquake,2022-09-15T04:44:39.051Z,2022-09-15T04:57:23.465Z,176.1656036,-39.6985054,1.582566585,22.14364815,M,,LOCSAT,confirmed,manual,iasp91,20,15,8,0.1665448546,106.4430237,0.2592538014,0
2022p695117,earthquake,2022-09-15T04:38:26.278Z,2022-09-15T04:46:41.841Z,176.7310638,-39.93227768,1.919886227,30.97169685,M,,LOCSAT,confirmed,manual,iasp91,19,13,8,0.1134166121,89.67900848,0.2113539744,0
2022p695065,earthquake,2022-09-15T04:10:48.012Z,2022-09-15T04:24:27.944Z,177.9214172,-38.8541069,1.711394892,21.10741234,M,,LOCSAT,confirmed,manual,iasp91,16,12,6,0.07458085567,176.7699509,0.5517571036,0
2022p695025,earthquake,2022-09-15T03:49:46.226Z,2022-09-15T03:58:55.660Z,177.9715881,-38.5381012,2.468600364,25.47226334,M,,LOCSAT,confirmed,manual,iasp91,26,17,13,0.0958256349,87.04657745,0.4464809559,0
2022p694931,earthquake,2022-09-15T02:59:32.120Z,2022-09-15T03:15:57.246Z,175.6976166,-40.88983154,1.08566415,15.56633759,M,,LOCSAT,confirmed,manual,iasp91,17,12,3,0.138574928,82.65129089,0.3119050896,0
2022p694900,earthquake,2022-09-15T02:43:11.030Z,2022-09-15T02:47:43.365Z,176.2251892,-38.62766647,2.286733538,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,24,20,28,0.0823463276,65.5100708,0.4036174531,0
2022p694674,earthquake,2022-09-15T00:42:38.228Z,2022-09-15T00:56:56.030Z,175.2099304,-40.54940033,2.292785247,6.078161716,M,,LOCSAT,confirmed,manual,iasp91,21,16,22,0.08879757673,68.20741272,0.4450616517,0
2022p694647,earthquake,2022-09-15T00:28:10.437Z,2022-09-15T00:34:47.517Z,175.2118073,-40.95213318,2.219412532,25.5066452,MLv,,LOCSAT,confirmed,manual,iasp91,27,19,13,0.1328623891,56.92519379,0.3026362745,0.177733179
2022p694621,earthquake,2022-09-15T00:14:14.334Z,2022-09-15T00:19:19.842Z,176.8744354,-39.61298752,2.169485298,31.98051071,MLv,,LOCSAT,confirmed,manual,iasp91,26,18,16,0.05810957775,78.46505737,0.2318715564,0.2527320566
2022p694545,earthquake,2022-09-14T23:33:56.036Z,2022-09-15T00:01:56.672Z,170.6426392,-43.34184647,2.041734776,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,10,8,2,0.1798250526,110.8403778,0.1820654767,0.08182148628
2022p694509,earthquake,2022-09-14T23:14:29.508Z,2022-09-15T05:16:52.418Z,175.120636,-41.32449722,1.686291921,17.43655777,M,,LOCSAT,confirmed,manual,iasp91,25,15,11,0.1331527382,88.2822876,0.2973684288,0
2022p694443,earthquake,2022-09-14T22:39:31.279Z,2022-09-14T23:03:41.615Z,176.1977997,-37.91542816,1.944391893,181.7735901,M,,LOCSAT,confirmed,manual,iasp91,23,18,5,0.9316987395,231.634819,0.6104708425,0
2022p694413,earthquake,2022-09-14T22:23:43.304Z,2022-09-14T22:30:20.371Z,176.4964447,-40.27719498,2.317067825,21.8401165,MLv,,LOCSAT,confirmed,manual,iasp91,19,13,7,0.09167195112,79.26711273,0.351327989,0.226871995
2022p694385,earthquake,2022-09-14T22:08:57.162Z,2022-09-14T22:26:24.701Z,176.4700775,-38.16041183,1.723492211,61.497715,M,,LOCSAT,confirmed,manual,iasp91,15,10,2,0.3946417868,195.3549423,0.4805307567,0
2022p694380,earthquake,2022-09-14T22:06:08.155Z,2022-09-14T23:36:27.250Z,177.7439117,-38.94466782,2.398705093,19.09636497,MLv,,LOCSAT,confirmed,manual,iasp91,23,16,13,0.09445749968,70.0163269,0.4570853315,0.1577332466
2022p694273,earthquake,2022-09-14T21:08:57.580Z,2022-09-14T22:57:56.238Z,176.8540039,-37.90948868,2.274786181,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,20,17,12,0.1096270904,129.8835831,0.2435870527,0.133438441
2022p694264,earthquake,2022-09-14T21:04:11.419Z,2022-09-14T21:16:19.915Z,176.1998291,-37.80516052,3.871730973,213.5492706,MLv,,LOCSAT,confirmed,manual,iasp91,35,28,98,0.09026417136,49.98438644,0.5200564681,0.5807419089
2022p694243,earthquake,2022-09-14T20:53:36.848Z,2022-09-14T21:13:38.247Z,176.1377716,-37.88975143,3.095239183,196.5400696,M,,LOCSAT,confirmed,manual,iasp91,50,41,42,0.1613867283,116.3624115,0.4399850805,0
2022p694102,earthquake,2022-09-14T19:38:01.457Z,2022-09-14T19:57:03.882Z,176.7194977,-37.41389084,2.175146317,76.25540161,M,,LOCSAT,confirmed,manual,iasp91,17,12,3,0.8990335464,271.4109955,0.5541770447,0
2022p694014,earthquake,2022-09-14T18:51:06.101Z,2022-09-14T19:04:39.273Z,176.5482025,-40.05501175,1.177044396,38.21961212,M,,LOCSAT,confirmed,manual,iasp91,19,12,3,0.08312524855,78.1714859,0.5414644484,0
2022p693948,earthquake,2022-09-14T18:16:30.836Z,2022-09-14T18:55:33.819Z,176.6463623,-38.01938629,2.295985275,124.7221146,MLv,,LOCSAT,confirmed,manual,iasp91,24,20,13,0.04104635119,63.43585968,0.5405189183,0.1573347853
2022p693878,earthquake,2022-09-14T17:39:07.567Z,2022-09-14T17:57:58.295Z,176.8494568,-37.91108322,2.975206897,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,13,8,0.1135433167,98.58705902,0.3432358412,0
2022p693868,earthquake,2022-09-14T17:33:12.285Z,2022-09-14T17:35:44.199Z,176.8538208,-37.92525864,1.783417314,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,18,15,6,0.1101804003,121.5871925,0.3631966053,0
2022p693864,earthquake,2022-09-14T17:31:24.282Z,2022-09-15T00:30:38.750Z,176.8534698,-37.90981293,1.719724483,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,14,11,6,0.1101539135,178.6731758,0.3405189096,0.1101782788
2022p693833,earthquake,2022-09-14T17:14:28.451Z,2022-09-14T17:17:52.364Z,177.1162415,-37.69938278,2.089631717,5,M,operator assigned,LOCSAT,confirmed,manual,iasp91,17,14,10,0.192132771,189.059288,0.2803551491,0
2022p693819,earthquake,2022-09-14T17:06:53.721Z,2022-09-14T17:14:36.481Z,177.1233673,-37.72040939,1.791978735,5,MLv,operator assigned,LOCSAT,confirmed,manual,iasp91,14,10,4,0.1791590452,220.8696442,0.5536893867,0.1136994839
2022p693594,earthquake,2022-09-14T15:07:14.808Z,2022-09-14T15:12:50.023Z,167.6644745,-44.93396759,4.195997644,61.70562744,M,,LOCSAT,confirmed,manual,iasp91,39,28,24,0.3204480708,159.2336349,0.6427735501,0
2022p693575,earthquake,2022-09-14T14:57:07.569Z,2022-09-14T15:05:31.878Z,174.7984924,-39.98567963,1.9655603,60.40849304,MLv,,LOCSAT,confirmed,manual,iasp91,28,21,3,0.1986860484,75.07435608,0.4109397468,0.1615664105
